@relation MIXED
@attribute v {False,True}
@attribute w {False,True}
@attribute x real
@attribute y real
@attribute class {p,n}

@data
False,False,0.807,0.642,p
False,True,0.977,0.005,n
True,False,0.026,0.993,p
False,False,0.054,0.231,n
True,True,0.797,0.696,p
False,False,0.007,0.661,p
False,True,0.082,0.828,n
False,False,0.141,0.960,p
False,False,0.226,0.714,p
True,True,0.976,0.513,n
True,True,0.172,0.215,n
False,True,0.763,0.971,p
True,False,0.814,0.238,p
False,True,0.410,0.802,p
False,False,0.402,0.264,p
False,False,0.764,0.742,p
False,False,0.954,0.358,p
False,False,0.353,0.479,n
False,True,0.422,0.386,p
True,False,0.798,0.686,n
False,False,0.560,0.938,p
True,False,0.613,0.031,n
True,True,0.284,0.122,n
False,False,0.284,0.019,n
False,False,0.807,0.147,p
True,True,0.611,0.641,n
True,True,0.813,0.758,n
True,False,0.734,0.510,n
False,False,0.393,0.427,n
True,False,0.992,0.218,n
True,False,0.459,0.463,p
False,False,0.160,0.574,p
False,False,0.725,0.931,n
True,True,0.871,0.740,n
False,True,0.341,0.511,p
False,True,0.445,0.640,n
True,False,0.866,0.130,p
True,True,0.265,0.300,p
True,True,0.133,0.209,p
False,True,0.135,0.407,n
True,True,0.191,0.887,p
False,False,0.199,0.611,n
False,False,0.715,0.549,p
False,False,0.040,0.545,n
False,True,0.112,0.188,n
False,True,0.536,0.355,p
False,True,0.177,0.275,n
False,True,0.462,0.771,p
True,False,0.764,0.541,n
False,True,0.270,0.140,n
False,False,0.387,0.481,p
False,False,0.044,0.906,n
False,False,0.649,0.111,n
False,True,0.609,0.128,p
False,True,0.059,0.529,p
True,True,0.604,0.907,n
True,False,0.385,0.459,n
False,True,0.859,0.396,p
True,False,0.055,0.162,p
False,False,0.170,0.447,n
False,False,0.062,0.287,p
True,True,0.198,0.726,p
False,True,0.566,0.638,n
True,False,0.219,0.325,p
True,False,0.709,0.997,p
False,False,0.324,0.700,n
True,True,0.376,0.491,n
False,False,0.716,0.292,p
False,False,0.394,0.730,p
True,False,0.689,0.015,n
False,True,0.103,0.686,p
False,False,0.747,0.055,n
False,True,0.814,0.270,n
False,True,0.228,0.895,n
True,True,0.720,0.096,p
False,True,0.842,0.725,p
False,False,0.600,0.827,p
False,False,0.074,0.645,n
False,False,0.752,0.161,p
True,False,0.912,0.653,p
False,True,0.550,0.693,n
False,False,0.562,0.214,p
False,True,0.438,0.759,n
True,False,0.978,0.217,n
True,False,0.899,0.293,p
True,True,0.348,0.885,p
True,False,0.498,0.924,n
False,False,0.522,0.197,n
False,True,0.727,0.588,p
False,True,0.603,0.610,p
True,True,0.853,0.199,p
True,True,0.387,0.570,p
False,False,0.705,0.846,p
True,False,0.661,0.822,n
True,True,0.495,0.388,n
False,False,0.335,0.291,n
True,False,0.591,0.651,n
True,False,0.459,0.102,p
False,True,0.779,0.016,n
False,False,0.679,0.354,n
False,True,0.131,0.588,n
True,True,0.258,0.988,p
False,True,0.350,0.835,n
True,True,0.733,0.382,n
True,False,0.461,0.719,p
False,False,0.565,0.022,n
False,False,0.278,0.325,p
False,False,0.253,0.013,p
True,True,0.867,0.287,n
False,True,0.333,0.495,n
True,True,0.570,0.702,p
True,True,0.506,0.706,p
True,True,0.944,0.680,n
False,False,0.363,0.540,n
True,False,0.649,0.258,p
True,False,0.529,0.928,p
False,False,0.095,0.896,n
True,True,0.388,0.302,n
False,False,0.576,0.173,p
True,True,0.831,0.013,n
False,False,0.474,0.723,n
True,True,0.713,0.727,p
False,False,0.376,0.554,n
True,True,0.776,0.417,p
True,False,0.074,0.595,n
True,False,0.160,0.800,n
False,False,0.097,0.503,p
False,True,0.926,0.636,p
True,False,0.339,0.652,p
True,False,0.276,0.748,p
False,True,0.691,0.209,p
True,False,0.260,0.222,p
False,True,0.507,0.799,p
False,True,0.916,0.148,n
True,False,0.762,0.480,n
False,True,0.750,0.215,n
False,False,0.228,0.814,p
True,True,0.318,0.393,n
False,False,0.553,0.485,p
False,False,0.780,0.966,n
True,True,0.952,0.932,p
False,False,0.461,0.029,p
False,False,0.044,0.575,p
True,False,0.577,0.254,n
False,False,0.079,0.309,p
False,False,0.941,0.874,p
True,True,0.276,0.762,p
False,False,0.528,0.921,p
True,False,0.186,0.330,p
True,True,0.807,0.971,p
True,False,0.112,0.983,p
False,False,0.421,0.926,p
False,True,0.393,0.858,p
True,False,0.475,0.625,p
False,False,0.941,0.096,n
True,True,0.185,0.011,p
False,True,0.831,0.812,n
True,False,0.404,0.201,p
True,True,0.233,0.200,p
True,True,0.033,0.919,p
True,True,0.513,0.360,n
True,True,0.222,0.365,p
False,False,0.846,0.716,n
True,True,0.160,0.287,p
True,True,0.725,0.707,n
True,False,0.922,0.207,n
True,True,0.167,0.887,p
True,False,0.596,0.959,n
False,True,0.998,0.747,n
True,False,0.586,0.523,n
True,False,0.191,0.507,n
False,False,0.745,0.919,n
False,True,0.119,0.361,p
True,False,0.936,0.906,p
True,False,0.873,0.380,p
True,True,0.103,0.074,p
True,False,0.952,0.840,n
True,False,0.895,0.299,p
False,False,0.274,0.685,n
False,True,0.128,0.413,p
False,False,0.201,0.418,n
False,True,0.564,0.426,p
False,True,0.801,0.267,n
True,False,0.825,0.224,p
True,True,0.756,0.160,p
False,True,0.629,0.988,n
False,True,0.122,0.788,p
False,True,0.929,0.433,p
False,True,0.605,0.744,n
True,False,0.309,0.055,p
False,True,0.748,0.544,n
True,False,0.326,0.064,p
False,False,0.567,0.759,p
True,False,0.942,0.792,n
False,False,0.929,0.780,n
False,True,0.082,0.319,p
False,True,0.737,0.204,n
False,True,0.637,0.668,p
True,True,0.527,0.524,n
True,False,0.251,0.717,n
False,True,0.899,0.519,n
True,True,0.600,0.027,p
True,True,0.156,0.669,p
False,True,0.767,0.097,n
True,True,0.443,0.573,p
False,True,0.983,0.286,p
True,False,0.716,0.517,p
False,True,0.710,0.162,n
False,False,0.847,0.420,n
False,False,0.687,0.218,n
False,True,0.612,0.395,n
True,False,0.107,0.580,p
False,False,0.212,0.827,n
False,False,0.345,0.956,n
True,False,0.558,0.449,n
False,True,0.847,0.946,n
False,True,0.376,0.124,p
True,False,0.325,0.045,n
True,True,0.179,0.530,p
True,True,0.261,0.716,p
False,False,0.443,0.062,n
False,False,0.954,0.231,n
False,True,0.837,0.920,p
False,False,0.950,0.126,p
True,True,0.630,0.548,p
False,True,0.950,0.081,p
False,False,0.899,0.175,p
True,False,0.185,0.997,n
False,False,0.664,0.300,p
False,True,0.545,0.392,n
False,False,0.410,0.477,n
True,False,0.136,0.754,p
False,False,0.485,0.429,n
True,True,0.978,0.038,p
True,True,0.266,0.414,n
True,True,0.451,0.859,n
False,False,0.349,0.515,n
True,True,0.022,0.737,n
False,True,0.667,0.700,n
False,False,0.956,0.037,p
False,False,0.651,0.606,n
False,True,0.164,0.662,p
True,False,0.623,0.926,n
True,False,0.751,0.777,n
False,False,0.032,0.128,n
True,False,0.670,0.999,p
True,False,0.434,0.102,n
False,True,0.416,0.590,n
True,True,0.519,0.424,p
True,True,0.168,0.987,p
True,False,0.043,0.492,n
True,True,0.561,0.418,p
False,True,0.146,0.941,n
False,True,0.335,0.906,p
True,True,0.494,0.797,p
True,False,0.385,0.286,p
False,False,0.809,0.376,n
True,True,0.396,0.590,p
True,False,0.524,0.899,n
False,True,0.816,0.769,n
False,False,0.607,0.382,n
True,False,0.008,0.159,p
False,True,0.404,0.554,p
False,False,0.723,0.519,n
True,False,0.808,0.691,n
False,False,0.205,0.278,n
True,False,0.762,0.444,p
False,False,0.033,0.001,n
True,False,0.823,0.749,n
True,False,0.732,0.845,n
True,False,0.969,0.338,n
True,True,0.609,0.391,n
False,False,0.693,0.272,p
True,False,0.151,0.969,p
False,False,0.881,0.121,n
False,True,0.125,0.256,n
True,False,0.173,0.157,p
False,True,0.408,0.410,p
False,True,0.126,0.424,p
False,True,0.514,0.913,p
True,True,0.789,0.144,p
True,False,0.801,0.262,p
False,True,0.490,0.951,p
False,False,0.686,0.619,p
False,False,0.603,0.256,n
False,True,0.106,0.519,n
True,False,0.260,0.803,n
True,False,0.650,0.488,p
False,True,0.741,0.912,n
False,False,0.528,0.820,p
True,True,0.522,0.669,p
False,True,0.581,0.617,p
False,False,0.833,0.910,n
False,False,0.593,0.333,n
False,True,0.549,0.825,p
True,False,0.305,0.424,p
False,False,0.786,0.799,p
False,False,0.672,0.053,n
False,False,0.210,0.646,n
True,False,0.534,0.280,p
False,False,0.910,0.725,n
True,True,0.612,0.893,p
False,True,0.175,0.614,p
False,True,0.355,0.852,n
False,True,0.432,0.344,n
True,False,0.088,0.992,n
False,True,0.668,0.022,n
True,True,0.815,0.387,n
True,True,0.886,0.298,n
True,True,0.812,0.305,p
True,False,0.921,0.259,p
True,True,0.304,0.247,p
False,False,0.865,1.000,n
True,True,0.340,0.992,n
True,False,0.704,0.170,n
False,True,0.624,0.611,n
False,True,0.545,0.500,n
True,False,0.141,0.541,p
True,False,0.716,0.557,n
False,False,0.847,0.329,n
False,True,0.026,0.964,n
False,True,0.056,0.242,n
True,False,0.098,0.888,p
False,False,0.862,0.444,n
False,True,0.624,0.522,n
True,False,0.062,0.363,n
False,True,0.807,0.542,n
False,True,0.890,0.696,n
True,True,0.386,0.466,n
True,False,0.453,0.874,p
False,False,0.980,0.153,p
True,False,0.828,0.299,p
True,True,0.356,0.995,n
False,True,0.185,0.744,p
True,True,0.095,0.676,p
False,True,0.980,0.279,n
False,True,0.442,0.113,p
True,True,0.986,0.528,p
True,False,0.384,0.792,n
False,True,0.009,0.861,n
True,True,0.904,0.616,n
False,False,0.614,0.001,n
True,True,0.085,0.910,n
False,True,0.487,0.124,n
True,False,0.890,0.949,p
True,False,0.892,0.541,n
True,False,0.862,0.029,n
False,True,0.779,0.791,n
True,False,0.953,0.445,p
False,True,0.427,0.747,p
False,False,0.975,0.164,p
False,False,0.046,0.201,n
True,True,0.188,0.705,n
True,True,0.191,0.693,p
True,False,0.123,0.483,p
False,False,0.248,0.117,p
False,False,0.557,0.671,n
False,True,0.828,0.275,p
True,True,0.905,0.126,p
False,True,0.289,0.049,p
False,False,0.612,0.057,n
True,True,0.030,0.930,n
True,False,0.085,0.751,n
True,False,0.952,0.504,n
False,True,0.456,0.235,n
False,False,0.606,0.597,p
False,True,0.692,0.315,p
False,False,0.350,0.365,n
False,False,0.913,0.387,n
False,False,0.518,0.637,n
False,False,0.002,0.103,p
False,False,0.977,0.189,n
False,False,0.563,0.261,p
True,True,0.561,0.733,p
True,True,0.289,0.232,p
True,False,0.215,0.838,n
True,True,0.524,0.043,n
False,True,0.545,0.800,n
False,False,0.644,0.367,n
False,False,0.935,0.409,n
False,True,0.880,0.234,p
False,True,0.911,0.033,p
True,True,0.642,0.090,p
True,False,0.556,0.479,n
True,False,0.134,0.458,p
False,False,0.490,0.589,p
True,True,0.776,0.075,n
False,True,0.239,0.873,p
True,False,0.462,0.207,n
True,True,0.305,0.926,p
False,False,0.988,0.043,n
False,False,0.986,0.177,n
True,True,0.434,0.247,n
True,True,0.057,0.012,p
True,False,0.908,0.793,n
False,False,0.414,0.608,p
True,False,0.607,0.962,n
False,False,0.505,0.281,p
True,False,0.986,0.222,n
False,False,0.149,0.800,n
True,True,0.414,0.052,n
False,True,0.371,0.339,p
True,True,0.714,0.523,p
False,False,0.771,0.093,p
True,True,0.130,0.315,n
True,True,0.374,0.730,p
True,False,0.487,0.027,p
True,True,0.559,0.314,n
False,False,0.224,0.232,p
False,False,0.894,0.866,p
False,False,0.576,0.576,p
True,False,0.873,0.288,n
True,False,0.292,0.978,p
True,False,0.616,0.519,p
True,True,0.030,0.604,n
False,True,0.241,0.188,p
True,True,0.820,0.808,n
True,True,0.881,0.555,n
False,True,0.077,0.029,p
False,False,0.903,0.483,n
False,True,0.079,0.171,n
False,False,0.077,0.313,n
True,False,0.819,0.802,n
True,False,0.837,0.444,n
False,True,0.645,0.991,n
False,True,0.823,0.967,p
False,True,0.041,0.273,p
False,False,0.644,0.693,n
False,True,0.302,0.428,n
False,True,0.676,0.872,n
True,True,0.140,0.152,p
True,False,0.661,0.046,n
True,True,0.512,0.356,p
True,True,0.116,0.800,p
False,True,0.520,0.045,n
True,False,0.056,0.928,n
False,False,0.528,0.046,n
True,True,0.622,0.358,p
True,False,0.326,0.402,p
True,False,0.778,0.125,p
False,True,0.458,0.890,n
True,True,0.780,0.303,n
False,False,0.702,0.569,n
False,False,0.250,0.655,n
False,True,0.285,0.352,n
True,False,0.345,0.040,p
True,False,0.297,0.118,p
True,False,0.959,0.125,p
False,True,0.881,0.559,p
False,True,0.482,0.181,p
True,True,0.809,0.305,p
True,False,0.062,0.008,n
False,False,0.686,0.248,n
False,True,0.728,0.016,n
True,True,0.855,0.748,n
False,True,0.367,0.263,n
True,True,0.241,0.533,p
True,False,0.664,0.156,p
False,False,0.854,0.517,n
False,False,0.602,0.450,p
True,True,0.398,0.314,p
False,False,0.503,0.974,n
True,False,0.856,0.056,n
False,False,0.440,0.525,p
True,True,0.284,0.513,p
True,False,0.352,0.138,n
False,False,0.494,0.449,p
True,False,0.083,0.594,p
True,True,0.673,0.600,p
False,False,0.677,0.051,n
True,False,0.826,0.134,p
True,False,0.649,0.334,p
True,False,0.374,0.642,n
False,False,0.922,0.320,p
False,False,0.287,0.076,p
True,True,0.472,0.785,n
True,True,0.072,0.312,p
False,False,0.921,0.756,n
True,False,0.451,0.167,p
True,True,0.876,0.517,n
False,True,0.020,0.275,n
False,True,0.375,0.843,p
True,True,0.644,0.382,n
False,True,0.408,0.347,p
True,True,0.787,0.397,n
False,False,0.630,0.622,n
False,True,0.982,0.840,n
True,True,0.250,0.498,n
False,True,0.620,0.874,p
True,True,0.982,0.380,n
False,True,0.557,0.819,n
False,False,0.406,0.725,p
True,True,0.556,0.344,n
True,False,0.449,0.279,p
False,False,0.532,0.272,p
True,True,0.496,0.819,p
False,True,0.459,0.937,n
True,True,0.605,0.366,p
False,False,0.806,0.922,p
False,True,0.513,0.384,n
False,True,0.857,0.745,p
True,True,0.505,0.295,p
False,True,0.959,0.890,p
False,True,0.048,0.747,n
True,True,0.800,0.924,p
True,False,0.901,0.121,n
False,True,0.596,0.039,n
True,True,0.858,0.489,p
False,True,0.865,0.761,p
True,True,0.515,0.701,p
False,False,0.282,0.202,n
True,True,0.556,0.444,n
True,True,0.904,0.514,p
False,False,0.577,0.423,n
False,False,0.686,0.895,n
True,True,0.742,0.922,n
False,True,0.538,0.915,p
True,True,0.949,0.827,n
False,True,0.393,0.731,p
False,True,0.991,0.268,n
True,False,0.514,0.640,n
True,True,0.994,0.339,n
True,False,0.048,0.596,p
True,False,0.819,0.937,n
True,True,0.292,0.319,p
True,False,0.778,0.609,n
True,True,0.043,0.968,p
True,True,0.441,0.883,p
True,True,0.943,0.656,p
True,False,0.797,0.864,p
False,False,0.764,0.991,p
False,False,0.418,0.597,n
False,True,0.089,0.616,n
False,True,0.400,0.786,n
True,False,0.084,0.171,p
False,True,0.178,0.218,n
False,True,0.822,0.426,n
True,True,0.980,0.058,n
False,True,0.123,0.500,p
True,True,0.752,0.721,p
True,True,0.320,0.360,p
False,True,0.030,0.427,p
True,True,0.342,0.701,p
False,True,0.615,0.260,p
True,False,0.623,0.425,n
False,True,1.000,0.186,p
False,True,0.387,0.839,n
False,True,0.112,0.588,p
False,False,0.320,0.991,n
False,True,0.879,0.965,n
False,True,0.268,0.174,p
True,True,0.237,0.185,p
False,True,0.010,0.650,n
True,False,0.191,0.669,n
True,True,0.492,0.400,n
False,False,0.481,0.326,p
False,False,0.123,0.752,n
False,True,0.842,0.832,n
False,False,0.216,0.118,n
False,False,0.422,0.092,n
True,True,0.920,0.205,p
False,False,0.799,0.829,p
True,True,0.971,0.094,p
False,True,0.421,0.677,n
False,False,0.680,0.965,n
True,False,0.865,0.093,n
True,False,0.489,0.501,n
False,True,0.264,0.863,p
False,True,0.448,0.455,n
True,True,0.069,0.691,p
False,True,0.673,0.212,n
True,True,0.465,0.326,n
False,False,0.034,0.587,p
True,True,0.558,0.563,p
False,False,0.105,0.267,n
False,True,0.353,0.257,p
True,True,0.596,0.767,n
False,False,0.574,0.248,p
False,False,0.713,0.721,p
False,True,0.318,0.378,p
True,True,0.268,0.485,p
False,True,0.335,0.662,n
False,False,0.641,0.641,n
True,False,0.906,0.172,p
True,True,0.295,0.110,p
False,True,0.912,0.521,n
False,True,0.443,0.395,p
True,False,0.403,0.683,n
True,True,0.667,0.896,n
False,True,0.486,0.844,n
True,False,0.666,0.321,n
False,False,0.273,0.667,n
False,False,0.627,0.909,p
True,True,0.046,0.211,p
True,True,0.634,0.391,p
False,False,0.541,0.681,p
True,True,0.032,0.105,n
True,True,0.708,0.681,p
True,False,0.099,0.741,p
False,True,0.697,0.388,n
False,True,0.863,0.175,p
True,True,0.156,0.985,n
True,True,0.817,0.441,p
False,True,0.096,0.020,n
False,False,0.578,0.213,p
True,True,0.003,0.746,p
False,False,0.986,0.989,n
False,True,0.507,0.523,n
False,False,0.324,0.056,n
True,True,0.935,0.954,p
True,True,0.525,0.231,p
True,False,0.780,0.850,p
False,True,0.444,0.003,n
True,True,0.856,0.319,n
False,False,0.025,0.815,p
True,True,0.072,0.992,p
True,False,0.310,0.860,p
False,False,0.588,0.884,p
False,False,0.227,0.939,n
False,False,0.765,0.709,n
False,True,0.770,0.196,p
True,False,0.472,0.452,p
False,False,0.147,0.534,n
True,False,0.731,0.526,p
True,True,0.342,0.927,p
False,False,0.095,0.836,n
True,False,0.138,0.033,p
False,True,0.569,0.341,p
False,False,0.005,0.212,n
True,True,0.913,0.971,p
False,False,0.401,0.920,n
True,False,0.146,0.964,n
False,False,0.087,0.755,p
True,False,0.461,0.641,n
False,False,0.991,0.108,n
True,True,0.401,0.560,n
True,False,0.948,0.054,p
False,False,0.081,0.767,n
False,True,0.857,0.885,n
True,True,0.914,0.833,p
True,True,0.834,0.820,n
False,False,0.512,0.955,p
False,True,0.515,0.207,n
True,False,0.387,0.452,p
False,True,0.874,0.262,p
True,False,0.209,0.557,p
True,False,0.579,0.285,n
False,True,0.690,0.324,p
True,False,0.454,0.133,n
True,True,0.644,0.899,p
False,True,0.728,0.355,n
True,True,0.734,0.727,p
True,True,0.690,0.689,n
False,False,0.669,0.482,p
True,True,0.964,0.243,p
True,False,0.742,0.696,p
False,False,0.041,0.908,p
False,True,0.900,0.307,n
True,False,0.103,0.989,n
False,False,0.856,0.032,p
True,False,0.782,0.057,p
False,False,0.631,0.941,n
False,False,0.168,0.669,n
True,True,0.547,0.272,p
False,False,0.414,0.069,n
True,True,0.061,0.778,n
False,False,0.492,0.068,n
False,False,0.997,0.238,p
False,False,0.044,0.521,p
True,False,0.525,0.736,p
False,False,0.856,0.898,p
True,True,0.324,0.886,p
True,False,0.692,0.092,n
False,False,0.694,0.830,n
False,False,0.007,0.279,n
True,False,0.303,0.032,p
False,True,0.561,0.134,p
True,True,0.614,0.917,n
True,True,0.957,0.904,n
False,False,0.892,0.503,n
False,True,0.818,0.105,p
True,False,0.536,0.907,n
True,True,0.779,0.057,p
True,False,0.264,0.501,p
True,True,0.321,0.672,n
True,True,0.691,0.932,p
False,True,0.149,0.228,p
True,True,0.855,0.808,n
True,False,0.461,0.592,n
True,True,0.274,0.762,p
False,False,0.873,0.814,p
False,True,0.561,0.409,n
False,True,0.966,0.869,p
True,True,0.835,0.856,p
False,True,0.295,0.896,n
False,True,0.395,0.685,n
True,True,0.260,0.226,p
False,False,0.983,0.777,p
False,False,0.333,0.807,n
False,True,0.851,0.783,p
False,True,0.506,0.830,n
True,True,0.677,0.598,p
False,False,0.958,0.758,n
False,False,0.298,0.740,n
True,True,0.716,0.847,p
True,False,0.506,0.318,p
True,False,0.644,0.861,n
False,False,0.723,0.039,n
True,True,0.673,0.327,n
False,False,0.600,0.788,n
False,True,0.615,0.082,p
True,True,0.425,0.377,n
True,False,0.786,0.589,n
False,False,0.329,0.885,n
False,False,0.849,0.157,n
False,True,0.749,0.800,p
False,True,0.255,0.465,n
False,True,0.060,0.972,n
True,False,0.991,0.782,p
False,False,0.848,0.702,p
False,True,0.898,0.444,n
True,False,0.740,0.812,p
True,True,0.735,0.519,n
True,True,0.936,0.038,n
True,True,0.953,0.774,p
True,True,0.405,0.789,n
False,False,0.700,0.676,n
True,False,0.971,0.895,n
False,False,0.216,0.555,p
False,False,0.765,0.543,n
True,True,0.494,0.708,p
False,False,0.427,0.311,n
True,True,0.708,0.359,p
False,True,0.132,0.978,p
True,True,0.824,0.187,n
False,True,0.422,0.713,n
False,True,0.188,0.747,p
False,True,0.776,0.689,p
False,False,0.241,0.962,p
False,True,0.568,0.075,n
True,True,0.892,0.826,p
False,True,0.606,0.798,n
False,False,0.002,0.248,n
True,False,0.282,0.952,p
False,False,0.694,0.623,p
True,False,0.526,0.838,p
True,True,0.717,0.987,p
False,True,0.208,0.439,p
False,False,0.971,0.912,n
True,True,0.609,0.227,p
False,False,0.354,0.752,p
True,False,0.708,0.012,n
True,True,0.867,0.738,p
False,True,0.520,0.387,p
False,False,0.195,0.220,n
False,True,0.670,0.087,p
False,True,0.179,0.607,p
False,True,0.890,0.657,p
False,False,0.625,0.148,p
False,True,0.843,0.881,n
True,False,0.899,0.738,n
False,True,0.935,0.888,p
False,False,0.169,0.232,n
False,False,0.327,0.186,n
False,False,0.342,0.306,p
True,True,0.368,0.769,n
True,False,0.523,0.477,n
True,False,0.605,0.706,p
False,False,0.239,0.536,n
True,False,0.239,0.675,p
False,True,0.891,0.292,n
True,False,0.977,0.878,n
True,True,0.546,0.814,p
True,False,0.069,0.909,p
True,False,0.103,0.785,p
False,False,0.376,0.596,p
False,True,0.487,0.664,p
True,True,0.411,0.094,n
True,True,0.964,0.311,n
False,False,0.817,0.193,n
False,True,0.743,0.610,p
True,True,0.574,0.612,n
False,True,0.342,0.177,n
True,True,0.945,0.306,p
True,True,0.125,0.734,n
True,True,0.897,0.072,p
True,False,0.042,0.274,p
False,True,0.348,0.609,n
False,False,0.008,0.828,n
True,False,0.758,0.893,n
False,False,0.482,0.156,n
False,True,0.985,0.411,p
False,True,0.311,0.137,n
True,False,0.442,0.957,n
True,True,0.317,0.202,p
False,False,0.384,0.453,p
False,False,0.698,0.923,n
True,False,0.551,0.795,n
True,False,0.509,0.443,p
False,False,0.094,0.121,n
True,False,0.947,0.437,n
True,False,0.421,0.374,p
False,False,0.704,0.836,p
True,True,0.713,0.552,p
True,False,0.777,0.105,n
True,False,0.873,0.467,p
True,False,0.874,0.173,p
False,False,0.616,0.937,n
True,True,0.315,0.104,n
True,True,0.872,0.347,p
True,True,0.547,0.614,p
False,False,0.155,0.108,n
True,False,0.429,0.728,n
True,False,0.208,0.456,n
False,False,0.804,0.099,p
False,True,0.457,0.381,n
True,False,0.898,0.313,n
False,True,0.568,0.907,n
False,True,0.419,0.774,p
True,True,0.050,0.813,p
False,True,0.059,0.770,n
False,False,0.763,0.376,n
True,False,0.366,0.039,p
False,False,0.975,0.544,n
False,True,0.803,0.536,n
True,True,0.533,0.180,n
True,True,0.801,0.979,n
True,False,0.411,0.295,n
False,False,0.287,0.193,n
False,False,0.493,0.793,p
True,True,0.084,0.568,p
False,False,0.845,0.299,p
False,False,0.288,0.920,n
True,False,0.529,0.103,p
True,False,0.460,0.490,p
False,False,0.801,0.485,p
False,True,0.930,0.221,p
True,True,0.036,0.237,p
True,False,0.112,0.304,p
True,True,0.541,0.488,p
True,True,0.953,0.674,p
False,True,0.828,0.336,p
True,True,0.129,0.422,n
True,True,0.495,0.750,n
False,True,0.648,0.133,p
True,False,0.899,0.296,n
False,True,0.584,0.521,p
True,False,0.571,0.055,p
False,True,0.117,0.693,p
True,False,0.403,0.295,p
False,False,0.983,0.521,n
False,False,0.362,0.720,n
True,False,0.337,0.273,p
False,False,0.623,0.399,p
True,True,0.796,0.333,p
False,True,0.704,0.310,p
True,False,0.892,0.995,n
True,False,0.258,0.279,n
False,False,0.033,0.484,n
True,True,0.632,0.692,p
True,False,0.095,0.666,n
False,True,0.428,0.247,n
True,False,0.368,0.511,n
False,False,0.463,0.522,p
True,True,0.898,0.735,n
True,True,0.584,0.043,p
True,True,0.134,1.000,p
False,False,0.374,0.711,p
True,True,0.809,0.446,n
False,True,0.872,0.814,p
True,False,0.459,0.553,p
True,True,0.070,0.281,p
True,False,0.964,0.970,n
False,True,0.353,0.748,p
False,True,0.065,0.945,p
True,False,0.507,0.232,n
True,False,0.738,0.440,n
False,False,0.113,0.242,n
True,False,0.998,0.996,n
False,False,0.390,0.222,p
False,True,0.338,0.939,n
True,True,0.632,0.551,n
False,True,0.086,0.262,n
True,True,0.124,0.069,n
False,False,0.396,0.206,n
False,False,0.597,0.789,n
False,True,0.066,0.556,n
False,True,0.671,0.358,p
False,False,0.738,0.161,n
False,True,0.148,0.367,p
False,False,0.749,0.120,n
False,True,0.558,0.609,n
False,True,0.424,0.700,p
True,False,0.750,0.886,n
False,False,0.850,0.520,n
False,False,0.602,0.393,p
False,True,0.989,0.349,p
False,True,0.037,0.066,p
False,False,0.483,0.161,p
False,True,0.429,0.930,p
True,True,0.723,0.363,p
True,True,0.700,0.597,n
True,True,0.339,0.578,n
True,False,0.017,0.837,p
False,True,0.347,0.501,p
True,False,0.187,0.164,p
False,False,0.538,0.318,p
False,True,0.229,0.856,n
True,False,0.885,0.030,p
False,False,0.082,0.358,n
False,False,0.553,0.256,p
False,True,0.384,0.901,n
True,False,0.248,0.395,n
False,False,0.820,0.726,n
True,False,0.882,0.956,p
True,False,0.097,0.924,n
False,True,0.094,0.652,n
False,True,0.711,0.107,p
False,True,0.247,0.154,n
True,True,0.868,0.922,p
True,True,0.242,0.801,n
False,False,0.674,0.261,n
False,True,0.163,0.272,n
True,True,0.121,0.408,p
False,True,0.862,0.500,n
True,False,0.437,0.965,p
True,False,0.639,0.583,n
True,True,0.733,0.086,n
False,True,0.174,0.546,p
True,False,0.801,0.211,p
True,True,0.385,0.700,p
False,False,0.719,0.055,n
True,True,0.164,0.424,p
True,True,0.696,0.090,p
False,True,0.418,0.182,n
True,True,0.152,0.518,n
True,True,0.979,0.282,n
False,False,0.134,0.227,p
False,False,0.683,0.852,n
False,False,0.284,0.596,p
True,False,0.989,0.034,p
False,False,0.275,0.443,p
True,False,0.595,0.788,n
True,False,0.378,0.436,n
False,False,0.436,0.682,n
False,True,0.206,0.824,n
False,False,0.904,0.135,n
True,False,0.116,0.807,p
True,True,0.653,0.846,n
True,True,0.610,0.021,p
True,False,0.492,0.870,p
False,True,0.529,0.909,p
True,False,0.484,0.493,p
True,True,0.872,0.934,p
False,True,0.168,0.526,n
True,True,0.630,0.167,p
False,True,0.615,0.816,p
False,True,0.973,0.158,n
True,False,0.875,0.798,n
False,False,0.629,0.375,n
True,True,0.033,0.026,p
True,True,0.925,0.615,p
False,False,0.769,0.477,n
True,True,0.478,0.069,n
True,False,0.429,0.723,n
True,True,0.123,0.978,p
True,False,0.818,0.037,p
False,False,0.887,0.697,n
False,True,0.258,0.204,n
True,False,0.582,0.431,p
True,True,0.424,0.038,n
False,True,0.056,0.596,p
True,True,0.763,0.341,p
True,False,0.242,0.751,p
False,True,0.637,0.360,p
False,False,0.194,0.646,n
True,False,0.368,0.759,p
True,False,0.966,0.744,p
False,True,0.953,0.652,n
True,False,0.157,0.108,p
False,False,0.484,0.017,n
False,False,0.875,0.099,p
True,False,0.892,0.014,p
False,False,0.580,0.372,n
False,True,0.046,0.553,p
True,False,0.822,0.091,p
True,True,0.676,0.333,n
True,True,0.327,0.311,p
True,False,0.506,0.161,n
False,False,0.715,0.772,p
False,False,0.955,0.306,n
True,False,0.239,0.399,p
True,True,0.108,0.365,n
False,True,0.588,0.715,n
True,True,0.984,0.374,p
